"name","description","address","zipcode","city","longitude","latitude"
"ENTENTE ET SOLIDARITE","Faire connaitre aux francais aux communautes europeennes les","32 rue eugene fourniere","69100","VILLEURBANNE","4.887126","45.756612"
"LYON OUEST ANIMATION","L'animation de soirees privees anniversaire mariages etc","6 allee des chanterelles","69110","SAINTE-FOY-LES-LYON","4.787006","45.735772"
"TERMI CLIM","La creation de salon de chauffage et climatisation","28 chemin des moulins","69230","SAINT-GENIS-LAVAL","4.813513","45.696022"
"ASSOCIATION D'INTERET COMMERCIAL ET COMMUNAL DE GENAS AICC DE GENAS","De renforcer l'attractivite des activites commerciales du centre","Hotel de ville de genas","69740","GENAS","4.990463","45.732516"
"FRATERNITE CHARLES DE FOUCAULD (FCF)","Regrouper des femmes celibataires ou veuves de tous pays","35 bis avenue de la republique","69160","TASSIN-LA-DEMI-LUNE","4.780581","45.763873"
"A L'ECOLE COMME LES AUTRES (ECLA)","La promotion et l'aide a la scolarisation en milieu ordinaire","30 rue ferrer","69600","OULLINS","4.803191","45.720363"
"LES SALTIMBANQUES","De permettre aux sdf et aux personnes en situation precaire de","11 avenue des nations","69140","RILLIEUX-LA-PAPE","4.906224","45.820107"
"ASSOCIATION SPORTS ET LOISIRS POLTI","Pratique des sports et des loisirs divers","Parc d'activites","69760","LIMONEST","4.774926","45.833711"
"PLACE AUX PALABRES","Etre un lieu de dialogue et de concertation d'une part pour lutter","8 place des palabres","69190","SAINT-FONS","4.855257","45.694225"
"ASSOCIATION DES COMMERCANTS DU CENTRE COMMERCIAL DE VENISSY","De grouper les exploitants du centre commercial de venissy","Centre commercial de venissy","69200","VENISSIEUX","4.867615","45.720453"
"ASSOCIATION POUR LA CANDIDATURE DE JACKY DARNE AUX ELECTIONS MUNICIPALES DE 1995","De recueillir les recettes et d'effectuer des depenses","23 avenue de l'europe","69140","RILLIEUX-LA-PAPE","4.895514","45.815019"
"AMICALE DES RETRAITES DE MONTGELAS","Entretenir des relations amicales et de resserrer des liens","Centre hospitalier de montgelas","69700","GIVORS","4.765213","45.600585"
"ASSOCIATION PAVILLON TRIPERIE VOLAILLES ET CHARCUTERIE DE CORBAS","De grouper les negociants en triperie volaille et charcuterie","4 10 rue du mont blanc","69960","CORBAS","4.920858","45.674982"
"MAX","L'eclosion l'organisation la recherche de financement et","39 rue edouard vaillant","69100","VILLEURBANNE","4.880235","45.775777"
"ECOPRIM","Aide a l'insertion sociale et professionnelle des publics en","La folletiere","69700","CHASSAGNY","4.731776","45.604805"
"CLUB DES CREATEURS ET REPRENEURS D'ENTREPRISE DE LA REGION RHONE ALPES(C.C.R.E.R.A.)","Accueil de toute personne ayant ou desirant creer ou reprendre","14 rue antoine rouillat","69630","CHAPONOST","4.760717","45.708537"
"SAINT BONNET MA COMMUNE AUTREMENT","Creer promouvoir gerer soutenir favoriser developper toutes","12 impasse des chevaliers","69720","SAINT-BONNET-DE-MURE","5.030695","45.689115"
"ANIMAREVE","Creation production promotion de spectacles pour tous publics","97 boulevard castellane","69580","SATHONAY-CAMP","4.873504","45.823117"
"CHARBONNIERES 2OO1","Soutenir financierement la liste conduite par jean claude bourcet","30 allee des saules","69260","CHARBONNIERES-LES-BAINS","4.733133","45.777771"
"MOUVEMENT CULTUREL BERBERE ( M.C.B.)","Promouvoir la culture berbere sous toutes ses formes","39 rue georges courteline","69100","VILLEURBANNE","4.87876","45.779058"
"COMMUNAUTE PANSERBE DU SUD DE LA FRANCE","Sauvegarder le patrimoine et les traditions culturelles","27 rue jean jaures","69600","OULLINS","4.818876","45.716866"
"CRAYON X","Offrir des services informatiques a des entreprises particuliers","46 rue d'arsonval l'esterel","69800","SAINT-PRIEST","4.92979","45.700992"
"MAISON FAMILIALE DE BRON","Donner aux familles qui sont membres les moyens d'exercer leurs","58e avenue franklin roosevelt","69500","BRON","4.905764","45.734463"
"CLUB PARAPENTE DE L'ECOLE CENTRALE DE LYON","Pratique du vol libre","Ecole centrale de lyon","69130","ECULLY","4.784142","45.78625"
"POMME KAFE","Promouvoir et favoriser la diffusion de l'expression artistique","40 rue michel du peuple","69100","VILLEURBANNE","4.892216","45.775824"
"ASSOCIATION DU REGROUPEMENT DES JEUNES A LA DANCE (ARJD)","Amener un loisir tel que la dance pour que les jeunes","6 rue du mail","69120","VAULX-EN-VELIN","4.927427","45.781668"
"FRANCE PLUS GRIGNY","Promouvoir la citoyonnete aupres des jeunes","19/21 rue malik oussekine","69700","GIVORS","4.772515","45.584313"
"LES NEUF QUARANTE CINQ","Apporter son aide physique morale et financiere a tout sportif","Hotel du bon air","69140","RILLIEUX-LA-PAPE","4.876184","45.804655"
"ASSOCIATION LAO HUAM PHAO","Unifier les communautes lao hmong en france etc","8 chemin pierre dupont","69120","VAULX-EN-VELIN","4.91309","45.779058"
"LES PLEIADES","Developpement personnel de ses membres","29 avenue du chater","69340","FRANCHEVILLE","4.77231","45.742216"
"ACTION LYONNAISE POUR L'UKRAINE","Developper des liens et des echanges culturels entre la france","19 rue de verdun","69500","BRON","4.908827","45.735261"
"MAISON DE L'INITIATIVE ET DE L'EMPLOI","Promouvoir l'initiative au service de l'emploi en coordonnant","Centre commercial du grand vire","69120","VAULX-EN-VELIN","4.920941","45.77177"
"POUR UN AUTRE TRAVAIL (P.A.T.)","Chercher creer des emplois et reinserer dans le monde du travail","2a avenue dutrievoz","69100","VILLEURBANNE","4.861437","45.774062"
"ASSOCIATION FRANCAISE DE SANTE PUBLIQUE VETERINAIRE","Promotion de toute forme d'actions visant a ameliorer la sante","Ecole maternelle veterinaire","69280","MARCY-L'ETOILE","4.708342","45.783266"
"CENTRALE NORMALE SUP","Organisation annuelle d'un forum etudiants entreprises et autre","Ecole centrale de lyon","69130","ECULLY","4.784142","45.78625"
"TERRA INCOGNITA","La creation la promotion l'utilisation d'outils de communication","10 boulevard edouard herriot","69800","SAINT-PRIEST","4.939017","45.694832"
"ASSOCIATION HORIZON PSY","Favoriser la formation la recherche et la pratique en psychologie","5 a rue du 11 novembre","69310","PIERRE-BENITE","4.825967","45.702004"
"SHOTOKAN KARATE-DO CLUB (SKC)","Pratiquer et developper ce karate traditionnel contact et les","Chez m. eric tello","69440","SAINT-MAURICE-SUR-DARGOIRE","4.632526","45.579993"
"ASSOCIATION FRANCO-INDONESIENNE DE LYON (AFIL)","Favoriser les echanges culturels linguistiques amicaux entre","29 cours aristide briand","69300","CALUIRE-ET-CUIRE","4.84434","45.783261"
"VANILLE ET CARAMEL","Regrouper les assistantes maternelles de sainte foy les lyon","6 rue de franche comte","69110","SAINTE-FOY-LES-LYON","4.801479","45.748423"
"MONDE DES ARTS ET DES RYTHMES D'ORIENT (MARYON)","Promouvoir et diffuser par differents moyens les arts et les","120 anatole france","69100","VILLEURBANNE","4.881028","45.768376"
"LA PETANQUE QUINCEROTE","Creation d'un club de petanque affilie a la federation francaise","Chez Monsieur Armand CHARRIER","69650","QUINCIEUX","4.774909","45.912504"
"JOYEUX FETARDS MONTANAIS","Animation de festivals rock et de soirees dansantes","Mairie","69250","MONTANAY","4.861441","45.878411"
"MC CREATIONS","Organisation de prestations multi-services dans les domaines","Centre commercial","69120","VAULX-EN-VELIN","4.920941","45.77177"
"COMITE DE SOUTIEN A ETIENNE TETE","De soutenir par tous les moyens legaux la defense d'etienne","Groupe des verts au conseil regional","69260","CHARBONNIERES-LES-BAINS","4.741757","45.774791"
"DEVELOPPEMENT DES INITIATIVES SPORTIVES ET CULTURELLES DESALLAGNIERS (D.I.S.C.)","Promotion des jeunes de rillieux a travers des activites","19 rue michelet","69140","RILLIEUX-LA-PAPE","4.890699","45.81395"
"ASSOCIATION DE TATAOUINE POUR L'ENTRAIDE ET LA FRATERNITE","Favoriser l'entraide et la solidarite entre les adherents","20 allee de la charrue","69190","SAINT-FONS","4.856752","45.689131"
"ASSOCIATION DES DONNEURS DE SANG BENEVOLES","Reunir les donneurs de sang benevoles","Mairie","69124","COLOMBIER-SAUGNIEU","5.11114","45.7131"
"CHEF MENTEUR","Promotion et diffusion de la culture rock. promotion diffusion et formation musicales","422 chemin de Viralamande","69140","RILLIEUX-LA-PAPE","4.877268","45.805568"
"RHONE SPORT CYCLISTE","La pratique du sport cycliste sous toutes ses formes ainsi que","51 c rue jean jaures","69740","GENAS","5.018051","45.743688"
"NEUVILLE AMBITION 2001","Preparer la campagne des elections municipales 1995","12 avenue wissel","69250","NEUVILLE-SUR-SAONE","4.844365","45.877652"
"COMPAGNIE ANTARES","Toute activite liee a la danse ou toute autre art dans les","Rue mauvernay","69290","CRAPONNE","4.738436","45.74556"
"AMICALE CLASSE 65 DE GIVORS","Rassemblement des personnes nees en 1945","13 rue victor hugo","69700","GIVORS","4.77089","45.588111"
"ASSOCIATION VILLE ET ARCHITECTURE","La recherche et l'analyse sur l'architecture et la ville","Ecole d'architecture de lyon","69120","VAULX-EN-VELIN","4.916556","45.792552"
"STUDIO RICHARD ASSOCIATION","Initiation a la musique illustration sonore et l'enregistrement","41 rue du moulin d'amont","69150","DECINES-CHARPIEU","4.980489","45.775611"
"ZICA BOUM","Promotion des jeunes artistes dans le domaine du chant et","15 chemin de feyzin","69200","VENISSIEUX","4.883296","45.693653"
"SID AVANT GARDE","Prevention contre le sida en milieu collegien lyceen et","20bis rue paul bert","69150","DECINES-CHARPIEU","4.952634","45.767692"
"SAVOIR VIVRE","Emanciper les jeunes par l'intermediaire de rencontre","32 rue leo lagrange","69200","VENISSIEUX","4.874387","45.698867"
"ASSOCIATION SPORTIVE SCOLAIRE BULLYLOISE","Responsabiliser au civisme a l'autonomie par la pratique","Ecole publique","69210","BULLY","4.584816","45.852861"
"ASSOCIATION SPORTIVE SCOLAIRE LA GATOLIERE","Creation d'une association sportive de l'ecole permettant","Ecole primaire la gatoliere","69290","CRAPONNE","4.713619","45.740815"
"PETANQUE CLUB CIVRIEUX CHAZAY","Pratiquer le jeu de petanque et jeu provencal","Cafeteria l'oasis","69380","CIVRIEUX-D'AZERGUES","4.725048","45.853105"
"CITELY","Developper une education a l'environnement urbain sur","26 avenue salengro","69100","VILLEURBANNE","4.87026","45.775447"
"SECTION RHONE ALPES DU COMITE HONECKER DE SOLIDARITE INTERNATIONALISTE","La section rhone-alpes est l'organe regional du comite","29 boulevard lenine","69200","VENISSIEUX","4.863172","45.695453"
"INSERT","Insertion professionnelle en milieu ordinaire de travail de","65 route de strasbourg","69300","CALUIRE-ET-CUIRE","4.87163","45.794689"
"ASSEMBLEE DES FEMMES DU RHONE","Promouvoir la pariti femmes hommes dans la representation","83 rue du 1er mars","69100","VILLEURBANNE","4.891122","45.762143"
"L'ESPOIR","Mise en place d'un reseau d'entre aide ouvert a l'ensemble","Rue danton","69800","SAINT-PRIEST","4.943863","45.705184"
"CLUB TWIRLING VERNAISON","Pratique des activites d'education physique sportives et de","Mairie de vernaison","69390","VERNAISON","4.815171","45.653467"
"LES ROCAMBOLES","Proposer et organiser dans un cadre familial et amical des","8c chemin de la pateliere","69340","FRANCHEVILLE","4.751818","45.745361"
"ASSOCIATION CHRETIENNE ADONAI","Contribuer a la pensee chretienne par la production et la","Residence la triade","69120","VAULX-EN-VELIN","4.909434","45.770383"
"MAZAL","Le developpement du karting a travers ses membres","31 rue komarov","69200","VENISSIEUX","4.876187","45.691125"
"ASSOCIATION DE SOLIDARITE INTERGENERATION DE RILLIEUX (ASIR)","Permettre aux adultes de trouver un lien de dialogue d'echange","346 avenue victor hugo","69140","RILLIEUX-LA-PAPE","4.889085","45.820053"
"BIZARROIDE","Promouvoir le groupe de rock bizarre par l'intermediaire","Chemin des figuiers","69370","SAINT-DIDIER-AU-MONT-D'OR","4.799633","45.802149"
"ASSOCIATION POUR LA MAITRISE DE L'INFORMATIQUE","Conception mise en oeuvre et promotion de toutes initiatives et","414 allee des acacias","69290","CRAPONNE","4.716058","45.739823"
"ASSOCIATION DES LOCATAIRES DU GRAND BUISSON","Respect des droits des locataires ' du grand buisson '","53 b avenue edouard millaud","69290","CRAPONNE","4.735017","45.747411"
"B BOYS BREAKERS","Favorisation de la creation autour de la culture hip hop","25 boulevard de lattre de tassigny","69140","RILLIEUX-LA-PAPE","4.904877","45.812347"
"LES WAZYGONES","Association sportive d'une equipe de rugby - organisation de","9 allee stendhal","69150","DECINES-CHARPIEU","4.955557","45.765884"
"TAEGEUG CLUB","Enseigner la pratique de taekwon do art martiel coreen (discipline","8 boulevard de lattre de tassigny","69140","RILLIEUX-LA-PAPE","4.903664","45.811455"
"TEAM MOB SPORT","La creation et l'animation de rencontres sportives sur","263 rue leon blum","69100","VILLEURBANNE","4.916075","45.763909"
"AGIR POUR LA CITOYENNETE","Tout en restantdans un cadre laic objectif et independant","4 rue jacques duclos","69700","GIVORS","4.762671","45.604245"
"ASSOCIATION LYONNAISE DES ASSISTANTS EXERCANT EN PSYCHIATRIE (ALAEP)","Regrouper les assistants specialistes generalistes ou associes","95 boulevard pinel","69500","BRON","4.894137","45.742052"
"SOLUTIONS INFORMATIQUE","Proposer des services audiovisuels et informatiques","438 route de la nation","69270","ROCHETAILLEE-SUR-SAONE","4.840679","45.843275"
"ASSOCIATION GINETTE ET LA DETRESSE DES JEUNES","Permettre un accueil aux types de problemes favoriser l'espace","7 chemin albert camus","69120","VAULX-EN-VELIN","4.92563","45.77559"
"ENSEMBLE VOCAL D'ECULLY","Promouvoir le chant choral","72 chemin des mouilles","69130","ECULLY","4.770212","45.786119"
"ASSOCIATION DE FINANCEMENT DE LA CAMPAGNE ELECTORALE DE RENE LAMBERT TETE DELISTE DE FRANCHEVILLE AU COEUR MUNICIPALES JUIN 1995 (AFCE RENELAMBERT TETE DE LISTE DE FRANCHEVILLE AU COEUR MUNICIPALES JUIN1995)","Mandataire de la liste francheville au coeur conduite par rene","8 rue du robert","69340","FRANCHEVILLE","4.762231","45.735702"
"SAINT PRIEST BOXE","Enseigner la boxe anglaise et la gymnastique","62 rue louis braille","69800","SAINT-PRIEST","4.955869","45.694548"
"A COEUR JOIE SAINT GENIS LAVAL","Initier les habitants au chant choral principalement les enfants","65 chemin de naive","69230","SAINT-GENIS-LAVAL","4.784807","45.674547"
"PAROLE ET MUSIQUE ORGANISATION","Creation animation promotion evenementielle culturelle sportive","37 rue de france","69100","VILLEURBANNE","4.886167","45.765009"
"LES VIOLONS DE LA PUSZTA","Animations musicales de residences de personnes agees : comité des fêtes, promotion de la musique d'europe centrale.","1 place marsonnat","69260","CHARBONNIERES-LES-BAINS","4.734484","45.785343"
"BERNARD PRODUCTION MUSIC","Animation sonorisation organisation de soirees de mariages","27 rue jean rene lacoste","69780","MIONS","4.953948","45.667228"
"COMITE DE PARRAINAGE DES PRISONNIERS POLITIQUES AU MAROC","Apporter aide morale et materielle aux prisonniers politiques","244 avenue de verdun","69330","MEYZIEU","5.015862","45.784481"
"CERCLE DE REFLEXION ET D'INFORMATION SUR LE CABINDA (CRIC)","Reunir des personnes de toute sensibilite de toute nationalite","1 rue joannes vallet - 1o2 a","69200","VENISSIEUX","4.885751","45.715225"
"CHALLENGE 4 X 4 TEAM","Organisation et pratique de randonnees motorisees manifestations","Rue de la mairie","69440","TALUYERS","4.718463","45.640271"
"GROUPEMENT D'ENTREPRISES POUR L'INSERTION ET LA QUALIFICATION (GEIQ) MULTISECTORIEL D'ENTRE SAONE ET RHONE","Le regroupement d'employeurs pour l'embauche de salaries dans","4 rue michelet","69140","RILLIEUX-LA-PAPE","4.890895","45.812766"
"ASSOCIATION SPORT ET VACANCES","Initier l'enfant a la decouverte du sport","13 rue bel air","69800","SAINT-PRIEST","4.947367","45.692506"
"SCARAMOUCHE","Creation production promotion organisation assistance technique","132 chemin de montray","69110","SAINTE-FOY-LES-LYON","4.790056","45.728986"
"COMPAGNIE DENSITE","Organisation de manifestations culturelles et sportives en","36 rue michelet","69140","RILLIEUX-LA-PAPE","4.892411","45.815646"
"GRADIVA","Favoriser la production culturelle et en particulier litteraire","102 rue anatole france","69100","VILLEURBANNE","4.879104","45.768018"
"CLUB DE JEUX DE ROLE L'ARCHIPEL DE L'IMAGINAIRE","Rassemblement de personnes pour l'exercice d'une activite","18 rue de l'egalite","69120","VAULX-EN-VELIN","4.923789","45.784672"
"AMICALE DES CLASSES EN 4 DE NEUVILLE SUR SAONE","Maintenir le contact entre les conscrits des classes en 4","Hotel du lion d'or","69250","NEUVILLE-SUR-SAONE","4.839893","45.870214"
"ASSOCIATION LA CLAIRIERE","Gerer l'argent de la cooperative de la section d'education","206 avenue roger salengro","69100","VILLEURBANNE","4.879686","45.778607"
"DIAPASON ASSOCIATION DES PARENTS D'ELEVES ET ELEVES DE L'ECOLEMUNICIPALE DE MUSIQUE DE VAULX EN VELIN","Cooperer avec le directeur et les professeurs et toutes les","55 rue de la republique","69120","VAULX-EN-VELIN","4.925311","45.786473"
"ASSOCIATION DE FORMATION EVANGELISATION ET MISSION (AFEM)","Organiser a titre national et international des conferences des","7 rue charny","69100","VILLEURBANNE","4.890559","45.754984"
